# WMO OSCAR/Space 对地观测仪器目录
# 来源: https://space.oscar.wmo.int/api/v1/instruments（42 页）
# 文档: https://space.oscar.wmo.int/apidoc/
# 许可: 可自由使用与再分发，须致谢 WMO；WMO 不对准确性作担保
# 署名: WMO OSCAR/Space, https://space.oscar.wmo.int/
# 生成: python scripts/fetch_oscar_instruments.py   —— 请勿手工编辑
#
# 每行 10 列，制表符分隔: oscar_id	slug	acronym	fullname	agency	instrument_type	classification	wigos_subcomponent	satellite_count	variables
1218	pleiades_neo	Pléiades-Neo	Pléiades-Neo	CNES	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}, 'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'55': {'name': 'GNSS radio occultation (commercial)', 'wigos-filters': ['High-resolution optical observation constellation (commercial)']}}}}	0	
1219	ggak_m_rims_m	GGAK-M/RIMS-M	Radio-frequency mass spectrometer - M	Roscosmos	Energetic particle spectrometer	Solar and space environment monitors|Energetic particle spectrometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Proton sensor at LEO', 'Alpha-particle sensor at LEO', 'Heavy ion sensor at LEO', 'Plasma density sensor at LEO', 'Plasma temperature sensor at LEO', 'Plasma velocity sensor at LEO']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'52': {'name': 'Neutral and Ion Mass Spectrometer', 'wigos-filters': ['Heavy ions mass spectrometer [from LEO and HEO]', 'Energetic Neutral Atom spectrometer [from LEO and HEO]']}}}}	0	
1220	ikor_m	IKOR-M	Broadband SW radiometer	Roscosmos	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	0	None
1221	microcarb	MicroCarb	MicroCarb	CNES	Cross-nadir scanning SW sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir shortwave (UV/VIS) sounder	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'15': {'name': 'UV/VIS/NIR sounders, nadir and limb', 'wigos-filters': ['UV/VIS/NIR nadir sounder']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'35': {'name': 'NIR/SWIR imaging spectroscopy', 'wigos-filters': ['NIR/SWIR imaging spectrometer']}}}}	1	None
1222	stratos	STRATOS	STRATOS	SPIRE	GNSS radio-occultation sounder	Earth observation instrument|Active and radio-occultation sensor|GNSS radio-occultation	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Ionospheric total electron content sensor [at LEO and cross magnetosphere]', 'Ionospheric electron density sensor [in LEO and cross magnetosphere]']}}}, 'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'55': {'name': 'GNSS radio occultation (commercial)', 'wigos-filters': ['GNSS radio occultation constellation (commercial)']}}}}	1	
1223	cion	CION	CICERO Instrument for GNSS-RO	GeoOptics	GNSS radio-occultation sounder	Earth observation instrument|Active and radio-occultation sensor|GNSS radio-occultation	{'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'55': {'name': 'GNSS radio occultation (commercial)', 'wigos-filters': ['GNSS radio occultation constellation (commercial)']}}}}	1	
1224	iceye_sar	ICEYE SAR	ICEYE SAR	ICEYE	Imaging radar (SAR)	Earth observation instrument|Active and radio-occultation sensor|Imaging radar (SAR)	{'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'55': {'name': 'GNSS radio occultation (commercial)', 'wigos-filters': ['SAR constellation (commercial)']}}}}	1	
1225	hiras_2	HIRAS-2	Hyperspectral Infrared Atmospheric Sounder - 2	CMA	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'5': {'name': 'IR hyperspectral sounders [in SSO]', 'wigos-filters': ['IR hyperspectral sounder [in SSO] ']}}}}	0	
1226	mersi_ll	MERSI-LL	Medium Resolution Spectral Imager - Low-Light	CMA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'7': {'name': 'VIS/IR imagery; realisation of a Day/Night band [in SSO]', 'wigos-filters': ['VIS/IR imager [in SSO] ', 'VIS/IR imager with day/night capability [in SSO]]']}}}}	2	
1227	ssim	SSIM	Solar Spectral Irradiance Monitor	CMA	Solar irradiance monitor	Earth observation instrument|Passive optical radiometer or spectrometer|Solar irradiance monitor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['TSI and SSI radiometers (for solar irradiance)']}}}}	2	None
1228	sws_sem_fgm	SWS/SEM/FGM	Space Weather Suite / Space Environment Monitor / Flux Gate Magnetometer	CMA	Field or radiowave sensor	Solar and space environment monitors|Field or radiowave sensor	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'26': {'name': 'In-situ plasma probes, and energetic particle spectrometers and magnetometers at GEO and LEO, and magnetic field at GEO', 'wigos-filters': ['Magnetometer at LEO']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Geomagnetic field sensor [in LEO and cross magnetosphere]']}}}}	1	None
1229	gnos_2	GNOS-2	GNSS Radio Occultation Sounder - 2	CMA	GNSS radio-occultation sounder	Earth observation instrument|Active and radio-occultation sensor|GNSS radio-occultation	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'19': {'name': 'GNSS radio occultation (basic constellation) ', 'wigos-filters': ['GNSS radio occultation sounder (basic constellation)']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'29': {'name': 'GNSS reflectometry (GNSS-R) missions, passive MW, SAR', 'wigos-filters': ['Constellation of GNSS receivers [for reflectometry]']}, '44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Ionospheric total electron content sensor [at LEO and cross magnetosphere]', 'Ionospheric electron density sensor [in LEO and cross magnetosphere]']}}}}	0	
1234	emit	EMIT	Earth Surface Mineral Dust Source Investigation	NASA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'35': {'name': 'NIR/SWIR imaging spectroscopy', 'wigos-filters': ['NIR/SWIR imaging spectrometer']}}}}	1	
1235	cmr	CMR	Calibration Microwave Radiometer	NSOAS	Microwave cross-track scanning radiometer	Earth observation instrument|Passive microwave radiometer|Cross-track, special or non-scanning microwave radiometer	[]	0	None
1236	amsr3	AMSR3	Advanced Microwave Scanning Radiometer 3	JAXA	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'8': {'name': 'MW imagery [in SSO]', 'wigos-filters': ['MW imager [in SSO]']}, '12': {'name': 'MW imagery for surface temperature', 'wigos-filters': ['MW imager for surface temperature']}}}}	1	None|None|None|None|None
1237	tanso_3	TANSO-3	Total Anthropogenic and Natural emissions mapping SpectrOmeter	MOE	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'35': {'name': 'NIR/SWIR imaging spectroscopy', 'wigos-filters': ['NIR/SWIR imaging spectrometer']}}}}	1	None|None|None|None|None
1239	tirs_prefire	TIRS (PREFIRE)	Thermal IR Spectrometer	NASA	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	2	None
1240	fsi	FSI	FORUM Sounding Instrument	ESA	Cross-nadir infrared sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir infrared sounder, possibly including VIS channels	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'5': {'name': 'IR hyperspectral sounders [in SSO]', 'wigos-filters': ['IR hyperspectral sounder [in SSO] ']}}}}	1	
1242	wvc_2	WVC-2	Wide View CCD camera - 2	CAST	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	2	
1243	irmss_2_hj	IRMSS-2 (HJ)	Infrared Multispectral Scanner - 2	CAST	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	2	
1244	hsi_2	HSI-2	Hyper-Spectral Imager	CAST	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Hyperspectral imager (for vegetation)']}}}}	2	
1246	l_sar	L-SAR	L-band Synthetic Aperture Radar	DLR	Imaging radar (SAR)	Earth observation instrument|Active and radio-occultation sensor|Imaging radar (SAR)	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'22': {'name': 'SAR imagers and altimeters', 'wigos-filters': ['SAR imager']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'8': {'name': 'MW imagery [in SSO]', 'wigos-filters': ['Low-frequency SAR for vegetation mapping']}}}}	1	
1247	cimr	CIMR	Copernicus Imaging Microwave Radiometer	ESA	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'12': {'name': 'MW imagery for surface temperature', 'wigos-filters': ['MW imager for surface temperature']}, '13': {'name': 'Low-frequency MW imagery', 'wigos-filters': ['Low-frequency MW imager']}}}}	2	
1248	libera	Libera	Libera	NASA	Broad band radiometer	Earth observation instrument|Passive optical radiometer or spectrometer|Broadband Earth radiation radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'18': {'name': 'Absolutely calibrated broadband radiometers, and TSI and SSI radiometers', 'wigos-filters': ['Broadband radiometer (for ERB)']}}}}	1	
1249	ms_theos_2	MS (THEOS-2)	New Astrosat Optical Modular Imager (MS)	GISTDA	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'21': {'name': 'High-resolution multi-spectral VIS/IR imagers', 'wigos-filters': ['High-resolution multi-spectral VIS/IR imager']}}}}	1	None|None|None|None|None|None|None|None
1250	pan_theos_2	PAN (THEOS-2)	New Astrosat Optical Modular Imager (PAN)	GISTDA	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	1	None|None|None|None|None
1251	ceria	CERIA	CERIA Camera	GISTDA	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	[]	1	
1252	tms	TMS	TROPICS Millimeter-wave Sounder	NASA	Microwave cross-track scanning radiometer	Earth observation instrument|Passive microwave radiometer|Cross-track, special or non-scanning microwave radiometer	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'38': {'name': 'Constellation of high-temporal frequency MW sounding', 'wigos-filters': ['Constellation of high-temporal frequency MW sounders ']}}}}	0	
1253	capella_sar	Capella SAR	Capella SAR	Capella	Imaging radar (SAR)	Earth observation instrument|Active and radio-occultation sensor|Imaging radar (SAR)	{'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'55': {'name': 'GNSS radio occultation (commercial)', 'wigos-filters': ['SAR constellation (commercial)']}}}}	1	
1254	alt_sso	ALT (sso)	Radar Altimeter	NSOAS	Radar altimeter	Earth observation instrument|Active and radio-occultation sensor|Radar altimeter	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'10': {'name': 'Wide-swath radar altimeters, and high altitude, inclined, high-precision orbit altimeters', 'wigos-filters': ['Conventional radar altimeter']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Ionospheric total electron content sensor [at LEO and cross magnetosphere]']}}}}	3	
1256	pyxis_ro	Pyxis-RO	Pyxis-RO	PlanetiQ	GNSS radio-occultation sounder	Earth observation instrument|Active and radio-occultation sensor|GNSS radio-occultation	{'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'44': {'name': 'Magnetospheric energetic particles and magnetometers', 'wigos-filters': ['Ionospheric total electron content sensor [at LEO and cross magnetosphere]', 'Ionospheric electron density sensor [in LEO and cross magnetosphere]']}}}, 'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'55': {'name': 'GNSS radio occultation (commercial)', 'wigos-filters': ['GNSS radio occultation constellation (commercial)']}}}}	0	
1257	mersi_3	MERSI-3	Medium Resolution Spectral Imager - 3	CMA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'7': {'name': 'VIS/IR imagery; realisation of a Day/Night band [in SSO]', 'wigos-filters': ['VIS/IR imager [in SSO] ']}, '20': {'name': 'Narrow-band or hyperspectral imagers', 'wigos-filters': ['Narrow-band imager (for ocean colour)']}}}}	2	
1258	mersi_rm	MERSI-RM	MERSI-Rainfall Measurement	CMA	Moderate-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|Moderate resolution optical imager	[]	2	
1259	mwri_rm	MWRI-RM	Micro-Wave Radiation Imager for the Rainfall Mission	CMA	Microwave conical scanning radiometer	Earth observation instrument|Passive microwave radiometer|Conical scanning microwave radiometer	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'17': {'name': 'MW sounder and imagery in inclined orbits ', 'wigos-filters': ['\tMW sounder and imager in inclined orbits']}}}}	2	
1260	gas_2	GAS-2	Greenhouse-gases Absorption Spectrometer - 2	CMA	Cross-nadir scanning SW sounder	Earth observation instrument|Passive optical radiometer or spectrometer|Cross-nadir shortwave (UV/VIS) sounder	{'Subcomponent 1': {'name': 'Subcomponent 1', 'wigos-classification': {'15': {'name': 'UV/VIS/NIR sounders, nadir and limb', 'wigos-filters': ['UV/VIS/NIR nadir sounder']}}}, 'Subcomponent 2': {'name': 'Subcomponent 2', 'wigos-classification': {'35': {'name': 'NIR/SWIR imaging spectroscopy', 'wigos-filters': ['NIR/SWIR imaging spectrometer']}}}, 'Subcomponent 3': {'name': 'Subcomponent 3', 'wigos-classification': {'46': {'name': 'NIR spectrometer', 'wigos-filters': ['NIR spectrometer']}}}}	1	None|None|None|None|None
1262	flock	FLOCK	FLOCK	Planet	High-resolution optical imager	Earth observation instrument|Passive optical radiometer or spectrometer|High resolution optical imager	{'Subcomponent 4': {'name': 'Subcomponent 4', 'wigos-classification': {'55': {'name': 'GNSS radio occultation (commercial)', 'wigos-filters': ['High-resolution optical observation constellation (commercial)']}}}}	1	None|None|None|None|None|None|None|None
